"id","Symbol","IDG Family"
7248,"ZNF26","Transcription Factor"
7249,"HIVEP1","Transcription Factor"
7250,"ZHX1","Transcription Factor"
7251,"ZDHHC23","Enzyme"
7252,"ZBTB7B","Transcription Factor"
7253,"ZNF525","Transcription Factor"
7254,"ZKSCAN7","Transcription Factor"
7255,"ZNF420","Transcription Factor"
7256,"ZNF226","Transcription Factor"
7257,"ZNF227","Transcription Factor"
7258,"ZNF229","Transcription Factor"
7259,"ZDHHC3","Enzyme"
7260,"ZNF235","Transcription Factor"
7261,"ZFAND2A","Other"
7262,"ZNF322","Transcription Factor"
7263,"ZNF714","Transcription Factor"
7264,"ZNF442","Transcription Factor"
7265,"ZNF264","Transcription Factor"
7266,"ZNF444","Transcription Factor"
7267,"ZNF888","Other"
7268,"ZNF394","Transcription Factor"
7269,"ZNF736","Transcription Factor"
7270,"ZNF793","Transcription Factor"
7271,"ZNF606","Transcription Factor"
7272,"ZNF687","Transcription Factor"
7273,"ZNF550","Transcription Factor"
7274,"ZNF18","Transcription Factor"
7275,"ZNF816","Transcription Factor"
7276,"ZNF821","Transcription Factor"
7277,"ZNF76","Transcription Factor"
7278,"ZNF79","Transcription Factor"
7279,"ZNF614","Transcription Factor"
7280,"ZNF702P","Other"
7281,"ZXDB","Transcription Factor"
7282,"ZNF569","Transcription Factor"
7283,"ZSCAN29","Transcription Factor"
7284,"ZP1","Other"
7285,"ZNF419","Transcription Factor"
7286,"ZNF257","Transcription Factor"
7287,"ZNF34","Transcription Factor"
7288,"ZNF724","Transcription Factor"
7289,"ZNF596","Transcription Factor"
7290,"ZNF3","Transcription Factor"
7291,"ZNF451","Transcription Factor"
7292,"ZNF334","Transcription Factor"
7293,"ZNF57","Transcription Factor"
7294,"ZNF823","Transcription Factor"
7295,"ZNF395","Other"
7296,"ZNF761","Other"
7297,"ZNF763","Transcription Factor"
7298,"ZNF764","Transcription Factor"
7299,"ZPBP","Other"
7300,"ZNF782","Transcription Factor"
7301,"ZNF326","Other"
7302,"ZNF510","Transcription Factor"
7303,"ZNF652","Transcription Factor"
7304,"ZNF723","Other"
7305,"ZNF675","Transcription Factor"
7306,"ZNF727","Other"
7307,"ZNF728","Other"
7308,"ZNF654","Other"
7309,"ZNF598","Other"
7310,"ZNF542P","Other"
7311,"ZNF607","Transcription Factor"
7312,"ZMYM5","Other"
7313,"ZMYM6","Other"
7314,"ZNF107","Transcription Factor"
7315,"ZNF560","Transcription Factor"
7316,"ZWINT","Other"
7317,"ZNF83","Transcription Factor"
7318,"ZNF98","Transcription Factor"
7319,"ZNF831","Transcription Factor"
7320,"ZNF833P","Other"
7321,"ZNF410","Transcription Factor"
7322,"ZNF707","Transcription Factor"
7323,"ZSCAN31","Transcription Factor"
7324,"ZSWIM1","Other"
7325,"ZC3H14","Other"
7326,"ZBED2","Transcription Factor"
7327,"ZC3H7A","Other"
7328,"ZDHHC4","Enzyme"
7329,"ZNF518B","Other"
7330,"ZBTB38","Transcription Factor"
7331,"ZBTB39","Other"
7332,"ZDHHC18","Enzyme"
7333,"ZCRB1","Other"
7334,"ZDHHC19","Enzyme"
7335,"ZBTB16","Transcription Factor"
7336,"ZIC5","Transcription Factor"
7337,"ZBTB18","Transcription Factor"
7338,"ZNF138","Transcription Factor"
7339,"ZC3H12D","Enzyme"
7340,"ZCCHC4","Other"
7341,"ZNF219","Transcription Factor"
7342,"ZNF414","Other"
7343,"ZDHHC9","Enzyme"
7344,"ZNF33B","Transcription Factor"
7345,"ZMYND15","Other"
7346,"ZNF527","Transcription Factor"
7347,"ZNF382","Transcription Factor"
7348,"ZNF674","Transcription Factor"
7349,"ZNF880","Transcription Factor"
7350,"ZNF446","Transcription Factor"
7351,"ZNF275","Transcription Factor"
7352,"ZNF547","Transcription Factor"
7353,"ZNF805","Transcription Factor"
7354,"ZNF549","Transcription Factor"
7355,"ZNF667","Transcription Factor"
7356,"ZNF609","Other"
7357,"ZNF20","Transcription Factor"
7358,"ZSWIM7","Other"
7359,"ZNF562","Transcription Factor"
7360,"ZNF24","Transcription Factor"
7361,"ZNF92","Transcription Factor"
7362,"ZNF252P-AS1","Other"
7363,"ZSCAN25","Transcription Factor"
7364,"ZNF710","Transcription Factor"
7365,"ZPLD1","Other"
7366,"ZSCAN9","Transcription Factor"
7367,"ZZEF1","Other"
7368,"ZNF804A","Other"
7369,"ZAR1","Other"
7370,"ZBTB5","Other"
7371,"ZBTB6","Transcription Factor"
7372,"ZC3H15","Other"
7373,"ZBTB34","Transcription Factor"
7374,"ZMIZ1","Transcription Factor"
7375,"ZBTB47","Transcription Factor"
7376,"ZNF214","Transcription Factor"
7377,"ZMYND10","Other"
7378,"ZGLP1","Transcription Factor"
7379,"ZNF415","Transcription Factor"
7380,"ZNF281","Transcription Factor"
7381,"ZNF343","Transcription Factor"
7382,"ZNF160","Transcription Factor"
7383,"ZNF169","Transcription Factor"
7384,"ZNF623","Transcription Factor"
7385,"ZNF484","Transcription Factor"
7386,"ZNF576","Transcription Factor"
7387,"ZFHX4","Transcription Factor"
7388,"ZNF501","Transcription Factor"
7389,"ZNF778","Transcription Factor"
7390,"ZNF646","Transcription Factor"
7391,"ZNF529","Transcription Factor"
7392,"ZNF879","Transcription Factor"
7393,"ZNF786","Transcription Factor"
7394,"ZNF683","Transcription Factor"
7395,"ZNF684","Transcription Factor"
7396,"ZNF16","Transcription Factor"
7397,"ZNF689","Transcription Factor"
7398,"ZNF814","Transcription Factor"
7399,"ZNF815P","Other"
7400,"ZSWIM6","Other"
7401,"ZNF611","Transcription Factor"
7402,"ZRANB1","Enzyme"
7403,"ZNF77","Transcription Factor"
7404,"ZNF7","Transcription Factor"
7405,"ZNF81","Transcription Factor"
7406,"ZNF404","Transcription Factor"
7407,,"Other"
7408,"ZNF385C","Other"
7409,"ZC3H7B","Other"
7410,"ZBTB32","Transcription Factor"
7411,"ZC3H11B","Other"
7412,"ZDHHC11B","Enzyme"
7413,"ZBTB11","Transcription Factor"
7414,"ZNF211","Transcription Factor"
7415,"ZNF212","Transcription Factor"
7416,"ZDHHC21","Enzyme"
7417,"ZFYVE21","Other"
7418,"ZBTB20","Transcription Factor"
7419,"ZIM3","Transcription Factor"
7420,"ZNF341","Transcription Factor"
7421,"ZNF154","Transcription Factor"
7422,"ZDHHC1","Enzyme"
7423,"ZNF430","Transcription Factor"
7424,"ZNF843","Other"
7425,"ZNF587","Transcription Factor"
7426,"ZNF589","Transcription Factor"
7427,"ZNF438","Other"
7428,"ZNF30","Transcription Factor"
7429,"ZNF440","Transcription Factor"
7430,"ZNF593","Other"
7431,"ZNF445","Transcription Factor"
7432,"ZNF391","Transcription Factor"
7433,"ZNF274","Transcription Factor"
7434,"ZNF44","Transcription Factor"
7435,"ZNF610","Transcription Factor"
7436,"ZNF112","Transcription Factor"
7437,"ZNF117","Transcription Factor"
7438,"ZNF90","Transcription Factor"
7439,"SLC30A3","Transporter"
7440,"ZNF767P","Other"
7441,"ZNF839","Other"
7442,"ZNF840P","Other"
7443,"ZSCAN2","Transcription Factor"
7444,"ZZZ3","Transcription Factor"
7445,"ZFP64","Transcription Factor"
7446,"ZG16","Other"
7447,"ZFP42","Transcription Factor"
7448,"ZMIZ2","Transcription Factor"
7449,"ZNF141","Transcription Factor"
7450,"HIVEP2","Transcription Factor"
7451,"ZC2HC1A","Other"
7452,"ZKSCAN3","Transcription Factor"
7453,"ZDHHC24","Enzyme"
7454,"ZFYVE1","Other"
7455,"ZNF852","Transcription Factor"
7456,"ZNF541","Transcription Factor"
7457,"ZNF790","Transcription Factor"
7458,"ZNF599","Transcription Factor"
7459,"ZNF792","Transcription Factor"
7460,"ZNF14","Transcription Factor"
7461,"ZNF101","Transcription Factor"
7462,"ZNF747","Other"
7463,"ZNF71","Transcription Factor"
7464,"ZNF559","Transcription Factor"
7465,"ZNF563","Transcription Factor"
7466,"YTHDF2","Other"
7467,"ZNF876P","Other"
7468,"ZBTB22","Other"
7469,"ZDHHC17","Enzyme"
7470,"ZFPL1","Other"
7471,"ZNF587B","Other"
7472,"ZIC2","Transcription Factor"
7473,"ZBTB14","Transcription Factor"
7474,"ZDBF2","Other"
7475,"ZFP3","Transcription Factor"
7476,"ZDHHC20","Enzyme"
7477,"ZIK1","Transcription Factor"
7478,"ZFYVE26","Other"
7479,"HIVEP3","Transcription Factor"
7480,"ZNF148","Transcription Factor"
7481,"ZNF469","Transcription Factor"
7482,"ZNF418","Transcription Factor"
7483,"ZNF155","Transcription Factor"
7484,"ZNF618","Other"
7485,"ZNF285","Transcription Factor"
7486,"ZNF483","Transcription Factor"
7487,"ZNF175","Transcription Factor"
7488,"ZNF177","Transcription Factor"
7489,"ZNF300","Transcription Factor"
7490,"ZMYM3","Other"
7491,"ZNF182","Transcription Factor"
7492,"ZNF239","Transcription Factor"
7493,"ZFAND2B","Other"
7494,"ZNF581","Transcription Factor"
7495,"ZNF582","Transcription Factor"
7496,"ZNF583","Transcription Factor"
7497,"ZNF321P","Other"
7498,"ZNF669","Transcription Factor"
7499,"ZNF592","Other"
7500,"ZNF260","Transcription Factor"
7501,"ZNF32","Transcription Factor"
7502,"ZNF717","Transcription Factor"
7503,"ZNF532","Transcription Factor"
7504,"ZNF726","Transcription Factor"
7505,"ZNF883","Other"
7506,"ZNF789","Transcription Factor"
7507,"ZNF682","Transcription Factor"
7508,"ZNF600","Transcription Factor"
7509,"ZNF514","Transcription Factor"
7510,"ZNF516","Transcription Factor"
7511,"ZNF746","Transcription Factor"
7512,"ZNF467","Transcription Factor"
7513,"ZP3","Other"
7514,"ZNF8","Transcription Factor"
7515,"ZNF407","Transcription Factor"
7516,"ZNF28","Transcription Factor"
7517,"ZNFX1","Other"
7518,"ZNF772","Transcription Factor"
7519,"ZSCAN1","Transcription Factor"
7520,"TAS1R3","GPCR"
7521,"TSC2","Other"
7522,"TSHZ3","Transcription Factor"
7523,"TSPAN17","Other"
7524,"TSPAN18","Other"
7525,"TSPAN19","Other"
7526,"TSPAN1","Other"
7527,"TSPAN2","Other"
7528,"TSPAN9","Other"
7529,"TSPAN5","Other"
7530,"TSN","Other"
7531,"TSPY1","Other"
7532,"TSPY2","Other"
7533,"TSPY3","Other"
7534,"TSPY4","Other"
7535,"THBS3","Other"
7536,"THBS4","Other"
7537,"TSSK1B","Kinase"
7538,"TTBK1","Kinase"
7539,"TTC12","Other"
7540,"TSPYL6","Other"
7541,"TSSK6","Kinase"
7542,"TTC21B","Other"
7543,"TTC19","Other"
7544,"TTC30B","Other"
7545,"TTC29","Other"
7546,"TTC23","Other"
7547,"TTC33","Other"
7548,"TTC36","Other"
7549,"TTF1","Transcription Factor"
7550,"TTLL10","Enzyme"
7551,"TTL","Enzyme"
7552,"TTLL1","Enzyme"
7553,"TTLL2","Enzyme"
7554,"ZFP36","Other"
7555,"TULP2","Transcription Factor"
7556,"TP53BP1","Epigenetic"
7557,"TNFRSF10D","Other"
7558,"TRANK1","Other"
7559,"TRPV6","Ion Channel"
7560,"SLC25A19","Transporter"
7561,"TP53AIP1","Other"
7562,"PLAT","Enzyme"
7563,"THPO","Other"
7564,"TNFRSF10A","Other"
7565,"TRO","Other"
7566,"TRPC3","Ion Channel"
7567,"TRPC4","Ion Channel"
7568,"TNFRSF11B","Other"
7569,"TPP2","Enzyme"
7570,"TRMT9B","Enzyme"
7571,"METTL1","Enzyme"
7572,"PUS1","Enzyme"
7573,"TRPT1","Enzyme"
7574,"TXNRD1","Enzyme"
7575,"TRNAU1AP","Other"
7576,"TSC1","Other"
7577,"TSHZ1","Transcription Factor"
7578,"TSPAN31","Other"
7579,"TSPAN13","Other"
7580,"TSPAN33","Other"
7581,"TSNARE1","Other"
7582,"TSPAN4","Other"
7583,"PRSS50","Enzyme"
7584,"TSPO","Other"
7585,"TSPO","Other"
7586,"TSPY8","Other"
7587,"TSR1","Other"
7588,"TSTD3","Enzyme"
7589,"TTC39C","Other"
7590,"TSPYL1","Other"
7591,"TSSK4","Kinase"
7592,"TTC14","Other"
7593,"TTC16","Other"
7594,"TTC17","Other"
7595,"TSTD1","Enzyme"
7596,"TSTD2","Enzyme"
7597,"TTC1","Other"
7598,"TTC22","Other"
7599,"TTC39B","Other"
7600,"TTC7A","Other"
7601,"TTC7B","Other"
7602,"TTC9C","Other"
7603,"TTC4","Other"
7604,"TTC5","Other"
7605,"TOMM40","Other"
7606,"TOP3B","Enzyme"
7607,"LTBR","Other"
7608,"PTP4A2","Enzyme"
7609,"TNFRSF10C","Other"
7610,"TRPC5","Ion Channel"
7611,"TRPC6","Ion Channel"
7612,"TRPV1","Ion Channel"
7613,"TOX3","Transcription Factor"
7614,"TRAPPC12","Other"
7615,"TRPC7","Ion Channel"
7616,"TRPC1","Ion Channel"
7617,"TRPS1","Transcription Factor"
7618,"PRSS3P2","Enzyme"
7619,"TXNRD2","Enzyme"
7620,"TXNRD3","Enzyme"
7621,"TPSB2","Enzyme"
7622,"DNAJC19","Enzyme"
7623,"TIMELESS","Other"
7624,"TIMM23","Enzyme"
7625,"TIMM44","Enzyme"
7626,"TTN","Kinase"
7627,"TKTL1","Enzyme"
7628,"TIMM50","Enzyme"
7629,"TLE2","Other"
7630,"TLL2","Other"
7631,"TLN1","Other"
7632,"TMEM140","Other"
7633,"TMEM164","Other"
7634,"TMEM201","Other"
7635,"LINC00311","Other"
7636,"TMEM237","Other"
7637,"TMEM189","Other"
7638,"TMEM114","Other"
7639,"TMEM198","Other"
7640,"TMEM133","Other"
7641,"TMEM134","Other"
7642,"TLR6","Other"
7643,"TLR2","Other"
7644,"TMEM72","Other"
7645,"TMEM74","Other"
7646,"TMEM82","Other"
7647,"TMTC1","Other"
7648,"TMEM8B","Other"
7649,"TMEM92","Other"
7650,"TMPRSS2","Enzyme"
7651,"TMUB1","Other"
7652,"TMPRSS5","Enzyme"
7653,"NGFR","Other"
7654,"TNPO1","Other"
7655,"TOB2","Other"
7656,"TOMM5","Other"
7657,"TPD52L3","Other"
7658,"TNFRSF11A","Other"
7659,"TNFRSF25","Other"
7660,"TOMM20","Other"
7661,"TONSL","Other"
7662,"TOP2B","Enzyme"
7663,"TNRC6A","Other"
7664,"TNRC6B","Other"
7665,"TPH1","Enzyme"
7666,"TPCN2","Ion Channel"
7667,"TPH2","Enzyme"
7668,"TPM4","Other"
7669,"TRNP1","Other"
7670,"TRUB2","Enzyme"
7671,"PRSS3","Enzyme"
7672,"TSG101","Other"
7673,"TAS1R1","GPCR"
7674,"THEGL","Other"
7675,"TIMM29","Other"
7676,"TLCD2","Other"
7677,"TIRAP","Other"
7678,"TKT","Enzyme"
7679,"TLK2","Kinase"
7680,"TMEM158","Other"
7681,"ZFP36L2","Other"
7682,"TMEM233","Other"
7683,"TNFRSF14","Other"
7684,"TOB1","Other"
7685,"TOP1MT","Enzyme"
7686,"TNRC6C","Other"
7687,"TPGS1","Enzyme"
7688,"TPMT","Enzyme"
7689,"TREML1","Other"
7690,"TREML4","Other"
7691,"TRMO","Other"
7692,"TNPO2","Other"
7693,"TNFRSF12A","Other"
7694,"TOX4","Transcription Factor"
7695,"PTP4A3","Enzyme"
7696,"TPM3","Other"
7697,"TRNT1","Enzyme"
7698,"TROAP","Other"
7699,"TPSAB1","Enzyme"
7700,"SNHG28","Other"
7701,"SNAPC2","Other"
7702,"TMIE","Other"
7703,"SNAPC5","Other"
7704,"SNAI2","Transcription Factor"
7705,"SNTB1","Other"
7706,"SNX22","Other"
7707,"SNAP25","Other"
7708,"SOGA3","Other"
7709,"TNFSF10","Other"
7710,"SPAG7","Other"
7711,"SAP30L","Enzyme"
7712,"FASLG","Other"
7713,"TNFSF8","Other"
7714,"TNFSF9","Other"
7715,"SPATA4","Other"
7716,"SPDYC","Other"
7717,"SPDYE2","Other"
7718,"TNIP3","Other"
7719,"SPERT","Other"
7720,"SPG7","Enzyme"
7721,"TNNC1","Other"
7722,"SMNDC1","Epigenetic"
7723,"SPIDR","Other"
7724,"SPG21","Enzyme"
7725,"SPHKAP","Enzyme"
7726,"SPRYD7","Other"
7727,"SNUPN","Other"
7728,"SPRR2F","Other"
7729,"SPOPL","Other"
7730,"SPNS1","Other"
7731,"SPATA32","Other"
7732,"SPANXC","Other"
7733,"SERTM2","Other"
7734,"TPRG1","Other"
7735,"SSH2","Enzyme"
7736,"TPRX1","Other"
7737,"TPRXL","Other"
7738,"SSNA1","Other"
7739,"SSR3","Other"
7740,"TPTE2P1","Enzyme"
7741,"SSRP1","Transcription Factor"
7742,"TPX2","Other"
7743,"SKA1","Other"
7744,"SLC9B1P1","Transporter"
7745,"TMEM86B","Enzyme"
7746,"TM9SF3","Other"
7747,"TM9SF4","Other"
7748,"SLURP1","Other"
7749,"TMCO5A","Other"
7750,"SMAD4","Transcription Factor"
7751,"SMG5","Other"
7752,"SGMS2","Enzyme"
7753,"SNPH","Other"
7754,"SNTG2","Other"
7755,"SNRK","Kinase"
7756,"SNRPA","Other"
7757,"SART1","Other"
7758,"TMEM26","Other"
7759,"TMEM33","Other"
7760,"SLCO4A1","Transporter"
7761,"TMEM47","Other"
7762,"SNX2","Other"
7763,"TMEM52","Other"
7764,"TMEM53","Other"
7765,"TNFAIP2","Other"
7766,"TNFSF11","Other"
7767,"INIP","Other"
7768,"SORCS2","Other"
7769,"TNFSF18","Other"
7770,"SRI","Other"
7771,"SOX2","Transcription Factor"
7772,"NABP2","Other"
7773,"SOSTDC1","Other"
7774,"SOX5","Transcription Factor"
7775,"SOX17","Transcription Factor"
7776,"PIPOX","Enzyme"
7777,"TNF","Other"
7778,"SUPT20HL2","Other"
7779,"SP110","TF-Epigenetic"
7780,"SAP130","Enzyme"
7781,"SP140","TF-Epigenetic"
7782,"SP140L","TF-Epigenetic"
7783,"SUPT16H","Enzyme"
7784,"SPA17","Other"
7785,"SP3","Transcription Factor"
7786,"SPAG6","Other"
7787,"SPAAR","Other"
7788,"SPAG8","Other"
7789,"SP2","Transcription Factor"
7790,"SERPINA11","Other"
7791,"SPATA5L1","Enzyme"
7792,"SPAG1","Other"
7793,"SPATA1","Other"
7794,"SPATA6","Other"
7795,"SERPINB11","Other"
7796,"TNK1","Kinase"
7797,"TNKS","Enzyme"
7798,"SPART-AS1","Other"
7799,"SPEG","Kinase"
7800,"SPICE1","Other"
7801,"PBK","Kinase"
7802,"SPAG17","Other"
7803,"SPEM1","Other"
7804,"SPEM2","Other"
7805,"SPIN2A","Other"
7806,"SH3D19","Other"
7807,"NANS","Enzyme"
7808,"SIK1","Kinase"
7809,"TMEM252","Other"
7810,"TMEM253","Other"
7811,"SHPRH","Epigenetic"
7812,"SIK2","Kinase"
7813,"SIRPA","Enzyme"
7814,"SIKE1","Other"
7815,"TMEM263","Other"
7816,"SMIM31","Other"
7817,"SMIM32","Other"
7818,"SMIM36","Other"
7819,"SMIM12","Other"
7820,"SIMC1","Other"
7821,"TM2D1","Other"
7822,"SMIM22","Other"
7823,"SMIM23","Other"
7824,"TMEM38A","Ion Channel"
7825,"SLC9B1","Transporter"
7826,"SIRT5","Epigenetic"
7827,"SLC9A1","Transporter"
7828,"KIAA1217","Other"
7829,"TM6SF2","Other"
7830,"TMEM74B","Other"
7831,"SLC9C2","Transporter"
7832,"TMEM86A","Enzyme"
7833,"TMEM87A","Other"
7834,"SKP1","Enzyme"
7835,"SMARCA4","Epigenetic"
7836,"SLFN12L","Other"
7837,"SMIM6","Other"
7838,"SMURF1","Enzyme"
7839,"SMIM8","Other"
7840,"SYNGR2","Other"
7841,"AANAT","Enzyme"
7842,"SMTNL2","Other"
7843,"SMOX","Enzyme"
7844,"TNFAIP3","Other"
7845,"GH2","Other"
7846,"SON","Other"
7847,"SP4","Transcription Factor"
7848,"SP8","Transcription Factor"
7849,"SPATA6L","Other"
7850,"TANGO2","Other"
7851,"FTSJ3","Enzyme"
7852,"SERPINB9","Other"
7853,"TNIK","Kinase"
7854,"SERPINB5","Other"
7855,"SPHK1","Kinase"
7856,"SGSH","Enzyme"
7857,"SPATA12","Other"
7858,"SPATA21","Other"
7859,"SPRED3","Other"
7860,"SPANXB1","Other"
7861,"SPATA46","Other"
7862,"ST6GALNAC3","Enzyme"
7863,"SH3BGR","Other"
7864,"SINHCAF","Other"
7865,"SHISA2","Other"
7866,"TMEM223","Other"
7867,"SHISA5","Other"
7868,"SHISA8","Other"
7869,"SHD","Other"
7870,"ST3GAL3","Enzyme"
7871,"TMEM232","Other"
7872,"SIGLEC5","Other"
7873,"ST8SIA3","Enzyme"
7874,"ST8SIA4","Enzyme"
7875,"SIL1","Other"
7876,"SMIM30","Other"
7877,"TMEM268","Other"
7878,"SIRT3","Epigenetic"
7879,"MAPKAP1","Other"
7880,"LINC00862","Other"
7881,"SMIM17","Other"
7882,"SMIM28","Other"
7883,"SIX3","Transcription Factor"
7884,"SIX4","Transcription Factor"
7885,"SIRT2","Epigenetic"
7886,"SLC9A6","Transporter"
7887,"TM9SF2","Other"
7888,"TMED2","Other"
7889,"SMAD2","Transcription Factor"
7890,"SMARCA1","Other"
7891,"SFMBT2","Epigenetic"
7892,"SMIM5","Other"
7893,"SMIM7","Other"
7894,"SMCO2","Other"
7895,"SMCO3","Other"
7896,"SMARCD2","Other"
7897,"SND1-IT1","Other"
7898,"USP39","Other"
7899,"SPART","Other"
7900,"LTB","Other"
7901,"SP9","Transcription Factor"
7902,"SERPINB8","Other"
7903,"SEPSECS","Enzyme"
7904,"SERPINB3","Other"
7905,"SPDYE2B","Other"
7906,"SRM","Enzyme"
7907,"TOPBP1","Enzyme"
7908,"SPI1","Transcription Factor"
7909,"SPIN2B","Other"
7910,"SPP2","Other"
7911,"SERF2","Other"
7912,"SETD5","Epigenetic"
7913,"SEZ6","Other"
7914,"SETDB1","TF-Epigenetic"
7915,"SFT2D3","Other"
7916,"TMEM214","Other"
7917,"SMIM11B","Other"
7918,"TMEM222","Other"
7919,"TMEM230","Other"
7920,"SHLD2","Other"
7921,"SIDT1","Other"
7922,"SH3BGRL","Other"
7923,"SIRT6","Epigenetic"
7924,"SIM2","Other"
7925,"SLIRP","Other"
7926,"SLAMF9","Other"
7927,"SLF1","Other"
7928,"SLF2","Other"
7929,"SNAPIN","Other"
7930,"SMOC1","Other"
7931,"SMR3A","Other"
7932,"SMR3B","Other"
7933,"SNRNP48","Other"
7934,"TMEM18","Other"
7935,"SNX8","Other"
7936,"SNX31","Other"
7937,"SOCS4","Other"
7938,"SOBP","Other"
7939,"SORL1","Other"
7940,"TNFSF15","Other"
7941,"SOX11","Transcription Factor"
7942,"SOX12","Transcription Factor"
7943,"NABP1","Other"
7944,"SOX3","Transcription Factor"
7945,"SOX14","Transcription Factor"
7946,"TNFRSF6B","Other"
7947,"SOX18","Transcription Factor"
7948,"SOX1","Transcription Factor"
7949,"SOX9","Transcription Factor"
7950,"SUPT20HL1","Other"
7951,"SUPT20H","Other"
7952,"SERPINA12","Other"
7953,"SPAG4","Other"
7954,"SPAG5","Other"
7955,"SNED1","Other"
7956,"SMARCE1","Transcription Factor"
7957,"SMCO1","Other"
7958,,"Other"
7959,"SMG7","Other"
7960,"SMG8","Other"
7961,"NAPG","Other"
7962,"SMYD1","Epigenetic"
7963,"SNORC","Other"
7964,"TMIGD3","Other"
7965,"SMAD5","Transcription Factor"
7966,"SMYD3","Epigenetic"
7967,"SNRNP25","Other"
7968,"SNX12","Other"
7969,"SLCO1B1","Transporter"
7970,"TMEM19","Other"
7971,"SLCO2A1","Transporter"
7972,"TMEM31","Other"
7973,"SLCO3A1","Transporter"
7974,"SNX7","Other"
7975,"SOCS2","Other"
7976,"TMEM51","Other"
7977,"SOCS3","Other"
7978,"SOAT2","Enzyme"
7979,"SNX33","Other"
7980,"TMEM61","Other"
7981,"SOCS6","Other"
7982,"TMEM68","Other"
7983,"TMEM69","Other"
7984,"TMEM70","Other"
7985,"SOHLH1","Transcription Factor"
7986,"SOHLH2","Transcription Factor"
7987,"TNFSF12","Other"
7988,"TNFSF13","Other"
7989,"TNFSF14","Other"
7990,"SORCS3","Other"
7991,"SOS1","Other"
7992,"SP1","Transcription Factor"
7993,"LTA","Other"
7994,"SP7","Transcription Factor"
7995,"SPATS1","Other"
7996,"SERPINB7","Other"
7997,"TANGO6","Other"
7998,"SPATA7","Other"
7999,"AGMAT","Enzyme"
8000,"SH3PXD2B","Other"
8001,"SPDYE1","Other"
8002,"SPDYE6","Other"
8003,"SPDYE7P","Other"
8004,"SPDEF","Transcription Factor"
8005,"TNIP2","Other"
8006,"SPIB","Transcription Factor"
8007,"SPAG16","Other"
8008,"SPIC","Transcription Factor"
8009,"TOPAZ1","Other"
8010,"TOR4A","Other"
8011,"SPG11","Other"
8012,"INPPL1","Enzyme"
8013,"SHROOM4","Other"
8014,"SHISAL2A","Other"
8015,"SHANK2","Other"
8016,"TMEM269","Other"
8017,"TMEM271","Other"
8018,"TMEM272","Other"
8019,"SMIM15","Other"
8020,"TM2D2","Other"
8021,"TM2D3","Other"
8022,"SMIM27","Other"
8023,"SKA3","Other"
8024,"SKA2","Other"
8025,"SLC9A3","Transporter"
8026,"SLIT1","Other"
8027,"SIRPB2","Other"
8028,"SLAIN1","Other"
8029,"SLTM","Other"
8030,"SLFN14","Other"
8031,"SLU7","Other"
8032,"SLITRK6","Other"
8033,"TMED1","Other"
8034,"SMAP1","Other"
8035,"SMC6","Other"
8036,"SFMBT1","Epigenetic"
8037,"SMIM2","Other"
8038,"SMARCC1","TF-Epigenetic"
8039,"SMARCA5","Other"
8040,"SMARCC2","TF-Epigenetic"
8041,"SYNGR1","Other"
8042,"SMTN","Other"
8043,"PRRG1","Other"
8044,"PRRG4","Other"
8045,"SND1","Epigenetic"
8046,"SNTA1","Other"
8047,"SNTN","Other"
8048,"SNTG1","Other"
8049,"TMLHE","Enzyme"
8050,"SMAD7","Transcription Factor"
8051,"SNAP29","Other"
8052,"SNX15","Other"
8053,"SOD2","Enzyme"
8054,"SOST","Other"
8055,"SORCS1","Other"
8056,"SOS2","Other"
8057,"SOX4","Transcription Factor"
8058,"SERPINA13P","Other"
8059,"SPATA24","Other"
8060,"SP5","Transcription Factor"
8061,"TNFSF4","Other"
8062,"SPACA7","Other"
8063,"TNIP1","Other"
8064,"TMEM213","Other"
8065,"SIAH3","Other"
8066,"IBSP","Other"
8067,"SIPA1L3","Other"
8068,"SIGLEC10","Other"
8069,"SHTN1","Other"
8070,"SH2D1B","Other"
8071,"ST6GALNAC5","Enzyme"
8072,"TMEM59L","Other"
8073,"SLAMF1","Other"
8074,"SLAMF7","Other"
8075,"TM9SF1","Other"
8076,"SIRPB1","Other"
8077,"GHRH","Other"
8078,"SLFN13","Other"
8079,"TMC2","Ion Channel"
8080,"SMAGP","Other"
8081,"C2orf88","Enzyme"
8082,"SMAD1","Transcription Factor"
8083,"TMED9","Other"
8084,"SMN1","Epigenetic"
8085,"SAYSD1","Other"
8086,"SYNGR4","Other"
8087,"SMO","GPCR"
8088,"SMRP1","Other"
8089,"SNAP23","Other"
8090,"SNTB2","Other"
8091,"SNRNP27","Other"
8092,"SMYD5","Epigenetic"
8093,"SNX14","Other"
8094,"TMEM17","Other"
8095,"SLCO1B3","Transporter"
8096,"SNF8","Other"
8097,"TMEM40","Other"
8098,"SNX1","Other"
8099,"SNX20","Other"
8100,"SIGLEC1","Other"
8101,"TMEM56","Other"
8102,"SNX32","Other"
8103,"SLC10A6","Transporter"
8104,"SNX3","Other"
8105,"SOCS7","Other"
8106,"SOGA1","Other"
8107,"TNRC18","Other"
8108,"SPATA2L","Other"
8109,"SPCS1","Enzyme"
8110,"SCGB1C2","Other"
8111,"SCGB3A1","Other"
8112,"SCGB3A2","Other"
8113,"SAGE2P","Other"
8114,"SH3RF1","Enzyme"
8115,"SHC2","Other"
8116,"SGO2","Other"
8117,"ST3GAL6","Enzyme"
